Filename: D:\_RESEARCH\_datasets\GudalurSTD\Data_in_brief_dataset\DATA\AIRBORNE\AVNG_PROCESSED\AVNG_REFL
ROI: Region #1 [Green] 4 points

Basic Stats	  Min	  Max	       Mean	     Stdev
           	 5196	      0	      1	  0.0000	 25.0000
           	 5200	      0	      1	  0.0000	 25.0000
           	 5204	      0	      1	  0.0000	 25.0000
           	 5208	      0	      1	  0.0000	 25.0000
           	 5212	      0	      1	  0.0000	 25.0000
           	 5216	      0	      1	  0.0000	 25.0000
           	 5220	      0	      1	  0.0000	 25.0000
           	 5224	      0	      1	  0.0000	 25.0000
           	 5228	      0	      1	  0.0000	 25.0000
           	 5232	      0	      1	  0.0000	 25.0000
           	 5236	      0	      1	  0.0000	 25.0000
           	 5240	      0	      1	  0.0000	 25.0000
           	 5244	      0	      1	  0.0000	 25.0000
           	 5248	      0	      1	  0.0000	 25.0000
           	 5252	      0	      1	  0.0000	 25.0000
           	 5256	      0	      1	  0.0000	 25.0000
           	 5260	      0	      1	  0.0000	 25.0000
           	 5264	      0	      1	  0.0000	 25.0000
           	 5268	      0	      1	  0.0000	 25.0000
           	 5272	      0	      1	  0.0000	 25.0000
           	 5276	      0	      1	  0.0000	 25.0000
           	 5280	      0	      1	  0.0000	 25.0000
           	 5284	      0	      1	  0.0000	 25.0000
           	 5288	      0	      1	  0.0000	 25.0000
           	 5292	      0	      1	  0.0000	 25.0000
           	 5296	      0	      1	  0.0000	 25.0000
           	 5300	      0	      1	  0.0000	 25.0000
           	 5304	      0	      1	  0.0000	 25.0000
           	 5308	      0	      1	  0.0000	 25.0000
           	 5312	      0	      1	  0.0000	 25.0000
           	 5316	      0	      1	  0.0000	 25.0000
           	 5320	      0	      1	  0.0000	 25.0000
           	 5324	      0	      1	  0.0000	 25.0000
           	 5328	      0	      1	  0.0000	 25.0000
           	 5332	      0	      1	  0.0000	 25.0000
           	 5336	      0	      1	  0.0000	 25.0000
           	 5340	      0	      1	  0.0000	 25.0000
           	 5344	      0	      1	  0.0000	 25.0000
           	 5348	      0	      1	  0.0000	 25.0000
           	 5352	      0	      1	  0.0000	 25.0000
           	 5356	      0	      1	  0.0000	 25.0000
           	 5360	      0	      1	  0.0000	 25.0000
           	 5364	      0	      1	  0.0000	 25.0000
           	 5368	      0	      1	  0.0000	 25.0000
           	 5372	      0	      1	  0.0000	 25.0000
           	 5376	      0	      1	  0.0000	 25.0000
           	 5380	      0	      1	  0.0000	 25.0000
           	 5384	      0	      1	  0.0000	 25.0000
           	 5388	      0	      1	  0.0000	 25.0000
           	 5392	      0	      1	  0.0000	 25.0000
           	 5396	      0	      1	  0.0000	 25.0000
           	 5400	      0	      1	  0.0000	 25.0000
           	 5404	      0	      1	  0.0000	 25.0000
           	 5408	      0	      1	  0.0000	 25.0000
           	 5412	      0	      1	  0.0000	 25.0000
           	 5416	      0	      1	  0.0000	 25.0000
           	 5420	      1	      2	 25.0000	 50.0000
           	 5424	      0	      2	  0.0000	 50.0000
           	 5428	      0	      2	  0.0000	 50.0000
           	 5432	      0	      2	  0.0000	 50.0000
           	 5436	      0	      2	  0.0000	 50.0000
           	 5440	      0	      2	  0.0000	 50.0000
           	 5444	      0	      2	  0.0000	 50.0000
           	 5448	      0	      2	  0.0000	 50.0000
           	 5452	      0	      2	  0.0000	 50.0000
           	 5456	      0	      2	  0.0000	 50.0000
           	 5460	      0	      2	  0.0000	 50.0000
           	 5464	      0	      2	  0.0000	 50.0000
           	 5468	      0	      2	  0.0000	 50.0000
           	 5472	      0	      2	  0.0000	 50.0000
           	 5476	      0	      2	  0.0000	 50.0000
           	 5480	      0	      2	  0.0000	 50.0000
           	 5484	      0	      2	  0.0000	 50.0000
           	 5488	      0	      2	  0.0000	 50.0000
           	 5492	      0	      2	  0.0000	 50.0000
           	 5496	      0	      2	  0.0000	 50.0000
           	 5500	      0	      2	  0.0000	 50.0000
           	 5504	      0	      2	  0.0000	 50.0000
           	 5508	      0	      2	  0.0000	 50.0000
           	 5512	      0	      2	  0.0000	 50.0000
           	 5516	      0	      2	  0.0000	 50.0000
           	 5520	      0	      2	  0.0000	 50.0000
           	 5524	      0	      2	  0.0000	 50.0000
           	 5528	      0	      2	  0.0000	 50.0000
           	 5532	      0	      2	  0.0000	 50.0000
           	 5536	      0	      2	  0.0000	 50.0000
           	 5540	      0	      2	  0.0000	 50.0000
           	 5544	      0	      2	  0.0000	 50.0000
           	 5548	      0	      2	  0.0000	 50.0000
           	 5552	      0	      2	  0.0000	 50.0000
           	 5556	      0	      2	  0.0000	 50.0000
           	 5560	      0	      2	  0.0000	 50.0000
           	 5564	      0	      2	  0.0000	 50.0000
           	 5568	      0	      2	  0.0000	 50.0000
           	 5572	      0	      2	  0.0000	 50.0000
           	 5576	      0	      2	  0.0000	 50.0000
           	 5580	      0	      2	  0.0000	 50.0000
           	 5584	      0	      2	  0.0000	 50.0000
           	 5588	      0	      2	  0.0000	 50.0000
           	 5592	      0	      2	  0.0000	 50.0000
           	 5596	      0	      2	  0.0000	 50.0000
           	 5600	      0	      2	  0.0000	 50.0000
           	 5604	      0	      2	  0.0000	 50.0000
           	 5608	      0	      2	  0.0000	 50.0000
           	 5612	      0	      2	  0.0000	 50.0000
           	 5616	      0	      2	  0.0000	 50.0000
           	 5620	      0	      2	  0.0000	 50.0000
           	 5624	      0	      2	  0.0000	 50.0000
           	 5628	      0	      2	  0.0000	 50.0000
           	 5632	      0	      2	  0.0000	 50.0000
           	 5636	      0	      2	  0.0000	 50.0000
           	 5640	      0	      2	  0.0000	 50.0000
           	 5644	      0	      2	  0.0000	 50.0000
           	 5648	      0	      2	  0.0000	 50.0000
           	 5652	      0	      2	  0.0000	 50.0000
           	 5656	      0	      2	  0.0000	 50.0000
           	 5660	      0	      2	  0.0000	 50.0000
           	 5664	      0	      2	  0.0000	 50.0000
           	 5668	      0	      2	  0.0000	 50.0000
           	 5672	      1	      3	 25.0000	 75.0000
           	 5676	      0	      3	  0.0000	 75.0000
           	 5680	      0	      3	  0.0000	 75.0000
           	 5684	      0	      3	  0.0000	 75.0000
           	 5688	      0	      3	  0.0000	 75.0000
           	 5692	      0	      3	  0.0000	 75.0000
           	 5696	      0	      3	  0.0000	 75.0000
           	 5700	      0	      3	  0.0000	 75.0000
           	 5704	      0	      3	  0.0000	 75.0000
           	 5708	      0	      3	  0.0000	 75.0000
           	 5712	      0	      3	  0.0000	 75.0000
           	 5716	      0	      3	  0.0000	 75.0000
           	 5720	      0	      3	  0.0000	 75.0000
           	 5724	      0	      3	  0.0000	 75.0000
           	 5728	      0	      3	  0.0000	 75.0000
           	 5732	      0	      3	  0.0000	 75.0000
           	 5736	      0	      3	  0.0000	 75.0000
           	 5740	      0	      3	  0.0000	 75.0000
           	 5744	      0	      3	  0.0000	 75.0000
           	 5748	      0	      3	  0.0000	 75.0000
           	 5752	      0	      3	  0.0000	 75.0000
           	 5756	      0	      3	  0.0000	 75.0000
           	 5760	      0	      3	  0.0000	 75.0000
           	 5764	      0	      3	  0.0000	 75.0000
           	 5768	      0	      3	  0.0000	 75.0000
           	 5772	      0	      3	  0.0000	 75.0000
           	 5776	      0	      3	  0.0000	 75.0000
           	 5780	      0	      3	  0.0000	 75.0000
           	 5784	      0	      3	  0.0000	 75.0000
           	 5788	      0	      3	  0.0000	 75.0000
           	 5792	      0	      3	  0.0000	 75.0000
           	 5796	      0	      3	  0.0000	 75.0000
           	 5800	      0	      3	  0.0000	 75.0000
           	 5804	      0	      3	  0.0000	 75.0000
           	 5808	      0	      3	  0.0000	 75.0000
           	 5812	      0	      3	  0.0000	 75.0000
           	 5816	      0	      3	  0.0000	 75.0000
           	 5820	      0	      3	  0.0000	 75.0000
           	 5824	      0	      3	  0.0000	 75.0000
           	 5828	      0	      3	  0.0000	 75.0000
           	 5832	      0	      3	  0.0000	 75.0000
           	 5836	      0	      3	  0.0000	 75.0000
           	 5840	      0	      3	  0.0000	 75.0000
           	 5844	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 109   	 4939	      1	      1	 25.0000	 25.0000
Bin=4      	 4943	      0	      1	  0.0000	 25.0000
           	 4947	      0	      1	  0.0000	 25.0000
           	 4951	      0	      1	  0.0000	 25.0000
           	 4955	      0	      1	  0.0000	 25.0000
           	 4959	      0	      1	  0.0000	 25.0000
           	 4963	      0	      1	  0.0000	 25.0000
           	 4967	      0	      1	  0.0000	 25.0000
           	 4971	      0	      1	  0.0000	 25.0000
           	 4975	      0	      1	  0.0000	 25.0000
           	 4979	      0	      1	  0.0000	 25.0000
           	 4983	      0	      1	  0.0000	 25.0000
           	 4987	      0	      1	  0.0000	 25.0000
           	 4991	      0	      1	  0.0000	 25.0000
           	 4995	      0	      1	  0.0000	 25.0000
           	 4999	      0	      1	  0.0000	 25.0000
           	 5003	      0	      1	  0.0000	 25.0000
           	 5007	      0	      1	  0.0000	 25.0000
           	 5011	      0	      1	  0.0000	 25.0000
           	 5015	      0	      1	  0.0000	 25.0000
           	 5019	      0	      1	  0.0000	 25.0000
           	 5023	      0	      1	  0.0000	 25.0000
           	 5027	      0	      1	  0.0000	 25.0000
           	 5031	      0	      1	  0.0000	 25.0000
           	 5035	      0	      1	  0.0000	 25.0000
           	 5039	      0	      1	  0.0000	 25.0000
           	 5043	      0	      1	  0.0000	 25.0000
           	 5047	      0	      1	  0.0000	 25.0000
           	 5051	      0	      1	  0.0000	 25.0000
           	 5055	      0	      1	  0.0000	 25.0000
           	 5059	      0	      1	  0.0000	 25.0000
           	 5063	      0	      1	  0.0000	 25.0000
           	 5067	      0	      1	  0.0000	 25.0000
           	 5071	      0	      1	  0.0000	 25.0000
           	 5075	      0	      1	  0.0000	 25.0000
           	 5079	      0	      1	  0.0000	 25.0000
           	 5083	      0	      1	  0.0000	 25.0000
           	 5087	      0	      1	  0.0000	 25.0000
           	 5091	      0	      1	  0.0000	 25.0000
           	 5095	      0	      1	  0.0000	 25.0000
           	 5099	      0	      1	  0.0000	 25.0000
           	 5103	      0	      1	  0.0000	 25.0000
           	 5107	      0	      1	  0.0000	 25.0000
           	 5111	      0	      1	  0.0000	 25.0000
           	 5115	      0	      1	  0.0000	 25.0000
           	 5119	      0	      1	  0.0000	 25.0000
           	 5123	      0	      1	  0.0000	 25.0000
           	 5127	      0	      1	  0.0000	 25.0000
           	 5131	      0	      1	  0.0000	 25.0000
           	 5135	      0	      1	  0.0000	 25.0000
           	 5139	      0	      1	  0.0000	 25.0000
           	 5143	      0	      1	  0.0000	 25.0000
           	 5147	      0	      1	  0.0000	 25.0000
           	 5151	      0	      1	  0.0000	 25.0000
           	 5155	      0	      1	  0.0000	 25.0000
           	 5159	      0	      1	  0.0000	 25.0000
           	 5163	      0	      1	  0.0000	 25.0000
           	 5167	      0	      1	  0.0000	 25.0000
           	 5171	      0	      1	  0.0000	 25.0000
           	 5175	      0	      1	  0.0000	 25.0000
           	 5179	      0	      1	  0.0000	 25.0000
           	 5183	      0	      1	  0.0000	 25.0000
           	 5187	      0	      1	  0.0000	 25.0000
           	 5191	      0	      1	  0.0000	 25.0000
           	 5195	      0	      1	  0.0000	 25.0000
           	 5199	      0	      1	  0.0000	 25.0000
           	 5203	      0	      1	  0.0000	 25.0000
           	 5207	      0	      1	  0.0000	 25.0000
           	 5211	      0	      1	  0.0000	 25.0000
           	 5215	      0	      1	  0.0000	 25.0000
           	 5219	      0	      1	  0.0000	 25.0000
           	 5223	      0	      1	  0.0000	 25.0000
           	 5227	      0	      1	  0.0000	 25.0000
           	 5231	      0	      1	  0.0000	 25.0000
           	 5235	      0	      1	  0.0000	 25.0000
           	 5239	      0	      1	  0.0000	 25.0000
           	 5243	      0	      1	  0.0000	 25.0000
           	 5247	      0	      1	  0.0000	 25.0000
           	 5251	      0	      1	  0.0000	 25.0000
           	 5255	      0	      1	  0.0000	 25.0000
           	 5259	      0	      1	  0.0000	 25.0000
           	 5263	      0	      1	  0.0000	 25.0000
           	 5267	      0	      1	  0.0000	 25.0000
           	 5271	      0	      1	  0.0000	 25.0000
           	 5275	      0	      1	  0.0000	 25.0000
           	 5279	      0	      1	  0.0000	 25.0000
           	 5283	      0	      1	  0.0000	 25.0000
           	 5287	      0	      1	  0.0000	 25.0000
           	 5291	      0	      1	  0.0000	 25.0000
           	 5295	      0	      1	  0.0000	 25.0000
           	 5299	      0	      1	  0.0000	 25.0000
           	 5303	      0	      1	  0.0000	 25.0000
           	 5307	      0	      1	  0.0000	 25.0000
           	 5311	      0	      1	  0.0000	 25.0000
           	 5315	      0	      1	  0.0000	 25.0000
           	 5319	      0	      1	  0.0000	 25.0000
           	 5323	      0	      1	  0.0000	 25.0000
           	 5327	      0	      1	  0.0000	 25.0000
           	 5331	      0	      1	  0.0000	 25.0000
           	 5335	      0	      1	  0.0000	 25.0000
           	 5339	      0	      1	  0.0000	 25.0000
           	 5343	      0	      1	  0.0000	 25.0000
           	 5347	      0	      1	  0.0000	 25.0000
           	 5351	      0	      1	  0.0000	 25.0000
           	 5355	      0	      1	  0.0000	 25.0000
           	 5359	      0	      1	  0.0000	 25.0000
           	 5363	      0	      1	  0.0000	 25.0000
           	 5367	      0	      1	  0.0000	 25.0000
           	 5371	      0	      1	  0.0000	 25.0000
           	 5375	      0	      1	  0.0000	 25.0000
           	 5379	      0	      1	  0.0000	 25.0000
           	 5383	      0	      1	  0.0000	 25.0000
           	 5387	      0	      1	  0.0000	 25.0000
           	 5391	      0	      1	  0.0000	 25.0000
           	 5395	      0	      1	  0.0000	 25.0000
           	 5399	      0	      1	  0.0000	 25.0000
           	 5403	      0	      1	  0.0000	 25.0000
           	 5407	      0	      1	  0.0000	 25.0000
           	 5411	      0	      1	  0.0000	 25.0000
           	 5415	      0	      1	  0.0000	 25.0000
           	 5419	      0	      1	  0.0000	 25.0000
           	 5423	      0	      1	  0.0000	 25.0000
           	 5427	      0	      1	  0.0000	 25.0000
           	 5431	      0	      1	  0.0000	 25.0000
           	 5435	      0	      1	  0.0000	 25.0000
           	 5439	      0	      1	  0.0000	 25.0000
           	 5443	      0	      1	  0.0000	 25.0000
           	 5447	      0	      1	  0.0000	 25.0000
           	 5451	      1	      2	 25.0000	 50.0000
           	 5455	      0	      2	  0.0000	 50.0000
           	 5459	      0	      2	  0.0000	 50.0000
           	 5463	      0	      2	  0.0000	 50.0000
           	 5467	      0	      2	  0.0000	 50.0000
           	 5471	      0	      2	  0.0000	 50.0000
           	 5475	      0	      2	  0.0000	 50.0000
           	 5479	      0	      2	  0.0000	 50.0000
           	 5483	      0	      2	  0.0000	 50.0000
           	 5487	      0	      2	  0.0000	 50.0000
           	 5491	      0	      2	  0.0000	 50.0000
           	 5495	      0	      2	  0.0000	 50.0000
           	 5499	      0	      2	  0.0000	 50.0000
           	 5503	      0	      2	  0.0000	 50.0000
           	 5507	      0	      2	  0.0000	 50.0000
           	 5511	      0	      2	  0.0000	 50.0000
           	 5515	      0	      2	  0.0000	 50.0000
           	 5519	      0	      2	  0.0000	 50.0000
           	 5523	      0	      2	  0.0000	 50.0000
           	 5527	      0	      2	  0.0000	 50.0000
           	 5531	      0	      2	  0.0000	 50.0000
           	 5535	      0	      2	  0.0000	 50.0000
           	 5539	      0	      2	  0.0000	 50.0000
           	 5543	      0	      2	  0.0000	 50.0000
           	 5547	      0	      2	  0.0000	 50.0000
           	 5551	      0	      2	  0.0000	 50.0000
           	 5555	      0	      2	  0.0000	 50.0000
           	 5559	      0	      2	  0.0000	 50.0000
           	 5563	      0	      2	  0.0000	 50.0000
           	 5567	      0	      2	  0.0000	 50.0000
           	 5571	      0	      2	  0.0000	 50.0000
           	 5575	      0	      2	  0.0000	 50.0000
           	 5579	      0	      2	  0.0000	 50.0000
           	 5583	      0	      2	  0.0000	 50.0000
           	 5587	      0	      2	  0.0000	 50.0000
           	 5591	      0	      2	  0.0000	 50.0000
           	 5595	      0	      2	  0.0000	 50.0000
           	 5599	      0	      2	  0.0000	 50.0000
           	 5603	      0	      2	  0.0000	 50.0000
           	 5607	      0	      2	  0.0000	 50.0000
           	 5611	      0	      2	  0.0000	 50.0000
           	 5615	      0	      2	  0.0000	 50.0000
           	 5619	      0	      2	  0.0000	 50.0000
           	 5623	      0	      2	  0.0000	 50.0000
           	 5627	      0	      2	  0.0000	 50.0000
           	 5631	      0	      2	  0.0000	 50.0000
           	 5635	      1	      3	 25.0000	 75.0000
           	 5639	      0	      3	  0.0000	 75.0000
           	 5643	      0	      3	  0.0000	 75.0000
           	 5647	      0	      3	  0.0000	 75.0000
           	 5651	      0	      3	  0.0000	 75.0000
           	 5655	      0	      3	  0.0000	 75.0000
           	 5659	      0	      3	  0.0000	 75.0000
           	 5663	      0	      3	  0.0000	 75.0000
           	 5667	      0	      3	  0.0000	 75.0000
           	 5671	      0	      3	  0.0000	 75.0000
           	 5675	      0	      3	  0.0000	 75.0000
           	 5679	      0	      3	  0.0000	 75.0000
           	 5683	      0	      3	  0.0000	 75.0000
           	 5687	      0	      3	  0.0000	 75.0000
           	 5691	      0	      3	  0.0000	 75.0000
           	 5695	      0	      3	  0.0000	 75.0000
           	 5699	      0	      3	  0.0000	 75.0000
           	 5703	      0	      3	  0.0000	 75.0000
           	 5707	      0	      3	  0.0000	 75.0000
           	 5711	      0	      3	  0.0000	 75.0000
           	 5715	      0	      3	  0.0000	 75.0000
           	 5719	      0	      3	  0.0000	 75.0000
           	 5723	      0	      3	  0.0000	 75.0000
           	 5727	      0	      3	  0.0000	 75.0000
           	 5731	      0	      3	  0.0000	 75.0000
           	 5735	      0	      3	  0.0000	 75.0000
           	 5739	      0	      3	  0.0000	 75.0000
           	 5743	      0	      3	  0.0000	 75.0000
           	 5747	      0	      3	  0.0000	 75.0000
           	 5751	      0	      3	  0.0000	 75.0000
           	 5755	      0	      3	  0.0000	 75.0000
           	 5759	      0	      3	  0.0000	 75.0000
           	 5763	      0	      3	  0.0000	 75.0000
           	 5767	      0	      3	  0.0000	 75.0000
           	 5771	      0	      3	  0.0000	 75.0000
           	 5775	      0	      3	  0.0000	 75.0000
           	 5779	      0	      3	  0.0000	 75.0000
           	 5783	      0	      3	  0.0000	 75.0000
           	 5787	      0	      3	  0.0000	 75.0000
           	 5791	      0	      3	  0.0000	 75.0000
           	 5795	      0	      3	  0.0000	 75.0000
           	 5799	      1	      4	 25.0000	100.0000

Histogram  	   DN	   Npts	  Total	 Percent	 Acc Pct
Band 110   	 4885	      1	      1	 25.0000	 25.0000
Bin=4      	 4889	      0	      1	  0.0000	 25.0000
           	 4893	      0	      1	  0.0000	 25.0000
           	 4897	      0	      1	  0.0000	 25.0000
           	 4901	      0	      1	  0.0000	 25.0000
           	 4905	      0	      1	  0.0000	 25.0000
           	 4909	      0	      1	  0.0000	 25.0000
           	 4913	      0	      1	  0.0000	 25.0000
           	 4917	      0	      1	  0.0000	 25.0000
           	 4921	      0	      1	  0.0000	 25.0000
           	 4925	      0	      1	  0.0000	 25.0000
           	 4929	      0	      1	  0.0000	 25.0000
           	 4933	      0	      1	  0.0000	 25.0000
           	 4937	      0	      1	  0.0000	 25.0000
           	 4941	      0	      1	  0.0000	 25.0000
           	 4945	      0	      1	  0.0000	 25.0000
           	 4949	      0	      1	  0.0000	 25.0000
           	 4953	      0	      1	  0.0000	 25.0000
           	 4957	      0	      1	  0.0000	 25.0000
           	 4961	      0	      1	  0.0000	 25.0000
           	 4965	      0	      1	  0.0000	 25.0000
           	 4969	      0	      1	  0.0000	 25.0000
           	 4973	      0	      1	  0.0000	 25.0000
           	 4977	      0	      1	  0.0000	 25.0000
           	 4981	      0	      1	  0.0000	 25.0000
           	 4985	      0	      1	  0.0000	 25.0000
           	 4989	      0	      1	  0.0000	 25.0000
           	 4993	      0	      1	  0.0000	 25.0000
           	 4997	      0	      1	  0.0000	 25.0000
           	 5001	      0	      1	  0.0000	 25.0000
           	 5005	      0	      1	  0.0000	 25.0000
           	 5009	      0	      1	  0.0000	 25.0000
           	 5013	      0	      1	  0.0000	 25.0000
           	 5017	      0	      1	  0.0000	 25.0000
           	 5021	      0	      1	  0.0000	 25.0000
           	 5025	      0	      1	  0.0000	 25.0000
           	 5029	      0	      1	  0.0000	 25.0000
           	 5033	      0	      1	  0.0000	 25.0000
           	 5037	      0	      1	  0.0000	 25.0000
           	 5041	      0	      1	  0.0000	 25.0000
           	 5045	      0	      1	  0.0000	 25.0000
           	 5049	      0	      1	  0.0000	 25.0000
           	 5053	      0	      1	  0.0000	 25.0000
           	 5057	      0	      1	  0.0000	 25.0000
           	 5061	      0	      1	  0.0000	 25.0000
           	 5065	      0	      1	  0.0000	 25.0000
           	 5069	      0	      1	  0.0000	 25.0000
           	 5073	      0	      1	  0.0000	 25.0000
           	 5077	      0	      1	  0.0000	 25.0000
           	 5081	      0	      1	  0.0000	 25.0000
           	 5085	      0	      1	  0.0000	 25.0000
           	 5089	      0	      1	  0.0000	 25.0000
           	 5093	      0	      1	  0.0000	 25.0000
           	 5097	      0	      1	  0.0000	 25.0000
           	 5101	      0	      1	  0.0000	 25.0000
           	 5105	      0	      1	  0.0000	 25.0000
           	 5109	      0	      1	  0.0000	 25.0000
           	 5113	      0	      1	  0.0000	 25.0000
           	 5117	      0	      1	  0.0000	 25.0000
           	 5121	      0	      1	  0.0000	 25.0000
           	 5125	      0	      1	  0.0000	 25.0000
           	 5129	      0	      1	  0.0000	 25.0000
           	 5133	      0	      1	  0.0000	 25.0000
           	 5137	      0	      1	  0.0000	 25.0000
           	 5141	      0	      1	  0.0000	 25.0000
           	 5145	      0	      1	  0.0000	 25.0000
           	 5149	      0	      1	  0.0000	 25.0000
           	 5153	      0	      1	  0.0000	 25.0000
           	 5157	      0	      1	  0.0000	 25.0000
           	 5161	      0	      1	  0.0000	 25.0000
           	 5165	      0	      1	  0.0000	 25.0000
           	 5169	      0	      1	  0.0000	 25.0000
           	 5173	      0	      1	  0.0000	 25.0000
           	 5177	      0	      1	  0.0000	 25.0000
           	 5181	      0	      1	  0.0000	 25.0000
           	 5185	      0	      1	  0.0000	 25.0000
           	 5189	      0	      1	  0.0000	 25.0000
           	 5193	      0	      1	  0.0000	 25.0000
           	 5197	      0	      1	  0.0000	 25.0000
           	 5201	      0	      1	  0.0000	 25.0000
           	 5205	      0	      1	  0.0000	 25.0000
           	 5209	      0	      1	  0.0000	 25.0000
           	 5213	      0	      1	  0.0000	 25.0000
           	 5217	      0	      1	  0.0000	 25.0000
           	 5221	      0	      1	  0.0000	 25.0000
           	 5225	      0	      1	  0.0000	 25.0000
           	 5229	      0	      1	  0.0000	 25.0000
           	 5233	      0	      1	  0.0000	 25.0000
           	 5237	      0	      1	  0.0000	 25.0000
           	 5241	      0	      1	  0.0000	 25.0000
           	 5245	      0	      1	  0.0000	 25.0000
           	 5249	      0	      1	  0.0000	 25.0000
           	 5253	      0	      1	  0.0000	 25.0000
           	 5257	      0	      1	  0.0000	 25.0000
           	 5261	      0	      1	  0.0000	 25.0000
           	 5265	      0	      1	  0.0000	 25.0000
           	 5269	      0	      1	  0.0000	 25.0000
           	 5273	      0	      1	  0.0000	 25.0000
           	 5277	      0	      1	  0.0000	 25.0000
           	 5281	      0	      1	  0.0000	 25.0000
           	 5285	      0	      1	  0.0000	 25.0000
           	 5289	      0	      1	  0.0000	 25.0000
           	 5293	      0	      1	  0.0000	 25.0000
           	 5297	      0	      1	  0.0000	 25.0000
           	 5301	      0	      1	  0.0000	 25.0000
           	 5305	      0	      1	  0.0000	 25.0000
           	 5309	      0	      1	  0.0000	 25.0000
           	 5313	      0	      1	  0.0000	 25.0000
           	 5317	      0	      1	  0.0000	 25.0000
           	 5321	      0	      1	  0.0000	 25.0000
           	 5325	      0	      1	  0.0000	 25.0000
           	 5329	      0	      1	  0.0000	 25.0000
           	 5333	      0	      1	  0.0000	 25.0000
           	 5337	      0	      1	  0.0000	 25.0000
           	 5341	      0	      1	  0.0000	 25.0000
           	 5345	      0	      1	  0.0000	 25.0000
           	 5349	      0	      1	  0.0000	 25.0000
           	 5353	      0	      1	  0.0000	 25.0000
           	 5357	      0	      1	  0.0000	 25.0000
           	 5361	      0	      1	  0.0000	 25.0000
           	 5365	      0	      1	  0.0000	 25.0000
           	 5369	      0	      1	  0.0000	 25.0000
           	 5373	      0	      1	  0.0000	 25.0000
           	 5377	      0	      1	  0.0000	 25.0000
           	 5381	      0	      1	  0.0000	 25.0000
           	 5385	      0	      1	  0.0000	 25.0000
           	 5389	      0	      1	  0.0000	 25.0000
           	 5393	      1	      2	 25.0000	 50.0000
           	 5397	      0	      2	  0.0000	 50.0000
           	 5401	      0	      2	  0.0000	 50.0000
           	 5405	      0	      2	  0.0000	 50.0000
           	 5409	      0	      2	  0.0000	 50.0000
           	 5413	      0	      2	  0.0000	 50.0000
           	 5417	      0	      2	  0.0000	 50.0000
           	 5421	      0	      2	  0.0000	 50.0000
           	 5425	      0	      2	  0.0000	 50.0000
           	 5429	      0	      2	  0.0000	 50.0000
           	 5433	      0	      2	  0.0000	 50.0000
           	 5437	      0	      2	  0.0000	 50.0000
           	 5441	      0	      2	  0.0000	 50.0000
           	 5445	      0	      2	  0.0000	 50.0000
           	 5449	      0	      2	  0.0000	 50.0000
           	 5453	      0	      2	  0.0000	 50.0000
           	 5457	      0	      2	  0.0000	 50.0000
           	 5461	      0	      2	  0.0000	 50.0000
           	 5465	      0	      2	  0.0000	 50.0000
           	 5469	      0	      2	  0.0000	 50.0000
           	 5473	      0	      2	  0.0000	 50.0000
           	 5477	      0	      2	  0.0000	 50.0000
           	 5481	      0	      2	  0.0000	 50.0000
           	 5485	      0	      2	  0.0000	 50.0000
           	 5489	      0	      2	  0.0000	 50.0000
           	 5493	      0	      2	  0.0000	 50.0000
           	 5497	      0	      2	  0.0000	 50.0000
           	 5501	      0	      2	  0.0000	 50.0000
           	 5505	      0	      2	  0.0000	 50.0000
           	 5509	      0	      2	  0.0000	 50.0000
           	 5513	      0	      2	  0.0000	 50.0000
           	 5517	      0	      2	  0.0000	 50.0000
           	 5521	      0	      2	  0.0000	 50.0000
           	 5525	      0	      2	  0.0000	 50.0000
           	 5529	      0	      2	  0.0000	 50.0000
           	 5533	      0	      2	  0.0000	 50.0000
           	 5537	      0	      2	  0.0000	 50.0000
           	 5541	      0	      2	  0.0000	 50.0000
           	 5545	      0	      2	  0.0000	 50.0000
           	 5549	      0	      2	  0.0000	 50.0000
           	 5553	      0	      2	  0.0000	 50.0000
           	 5557	      0	      2	  0.0000	 50.0000
           	 5561	      0	      2	  0.0000	 50.0000
           	 5565	      0	      2	  0.0000	 50.0000
           	 5569	      0	      2	  0.0000	 50.0000
           	 5573	      0	      2	  0.0000	 50.0000
           	 5577	      0	      2	  0.0000	 50.0000
           	 5581	      0	      2	  0.0000	 50.0000
           	 5585	      0	      2	  0.0000	 50.0000
           	 5589	      0	      2	  0.0000	 50.0000
           	 5593	      0	      2	  0.0000	 50.0000
           	 5597	      0	      2	  0.0000	 50.0000
           	 5601	      0	      2	  0.0000	 50.0000
           	 5605	      1	      3	 25.0000	 75.0000
           	 5609	      0	      3	  0.0000	 75.0000
           	 5613	      0	      3	  0.0000	 75.0000
           	 5617	      0	      3	  0.0000	 75.0000
           	 5621	      0	      3	  0.0000	 75.0000
           	 5625	      0	      3	  0.0000	 75.0000
           	 5629	      0	      3	  0.0000	 75.0000
           	 5633	      0	      3	  0.0000	 75.0000
           	 5637	      0	      3	  0.0000	 75.0000
           	 5641	      0	      3	  0.0000	 75.0000
           	 5645	      0	      3	  0.0000	 75.0000
           	 5649	      0	      3	  0.0000	 75.0000
           	 5653	      0	      3	  0.0000	 75.0000
           	 5657	      0	      3	  0.0000	 75.0000
           	 5661	      0	      3	  0.0000	 75.0000
           	 5665	      0	      3	  0.0000	 75.0000
